from,relation,to
KB-05,links_to,90_FONTES/CATALOGO/jCCFcr0LUQY
KB-05,links_to,90_FONTES/CATALOGO/eCu9BPh0VPw
KB-05,links_to,90_FONTES/CATALOGO/d3ZrTW6lCkE
KB-05,links_to,90_FONTES/CATALOGO/Np3osX1AiuQ
KB-05,links_to,90_FONTES/CATALOGO/Y1OMmIFxdjY
KB-05,links_to,90_FONTES/CATALOGO/ULTdnUEbPpo
KB-05,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-05,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
KB-05,links_to,90_FONTES/CATALOGO/kp3zioWiQlc
KB-05,links_to,90_FONTES/CATALOGO/tNKw4o_0egM
KB-05,links_to,90_FONTES/CATALOGO/5-LTc3NlQnI
KB-05,links_to,90_FONTES/CATALOGO/D6eDTUD8v3I
KB-05,links_to,90_FONTES/CATALOGO/B_pUYw5KEHU
KB-05,links_to,90_FONTES/CATALOGO/N1QMwTlmTQQ
KB-05,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05-07,supported_by,SRC-5-LTc3NlQnI
KB-05-07,supported_by,SRC-B_pUYw5KEHU
KB-05-07,supported_by,SRC-D6eDTUD8v3I
KB-05-07,supported_by,SRC-N1QMwTlmTQQ
KB-05-07,links_to,90_FONTES/CATALOGO/5-LTc3NlQnI
KB-05-07,links_to,90_FONTES/CATALOGO/D6eDTUD8v3I
KB-05-07,links_to,90_FONTES/CATALOGO/B_pUYw5KEHU
KB-05-07,links_to,90_FONTES/CATALOGO/N1QMwTlmTQQ
KB-05-07,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-05-02,supported_by,SRC-YOI-G0UmPYw
KB-05-02,supported_by,SRC-mabv7uX4nA4
KB-05-02,supported_by,SRC-uWJ3UVGjyMM
KB-05-02,links_to,90_FONTES/CATALOGO/YOI-G0UmPYw
KB-05-02,links_to,90_FONTES/CATALOGO/uWJ3UVGjyMM
KB-05-02,links_to,90_FONTES/CATALOGO/mabv7uX4nA4
KB-05-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Produtos
KB-04-01,supported_by,SRC-hX8K6EH_bTw
KB-04-01,supported_by,SRC-igSOHG-ewic
KB-04-01,supported_by,SRC-lIFG-WiSsFg
KB-04-01,supported_by,SRC-uzUaZsXpz0o
KB-04-01,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-04-01,links_to,90_FONTES/CATALOGO/igSOHG-ewic
KB-04-01,links_to,90_FONTES/CATALOGO/lIFG-WiSsFg
KB-04-01,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
KB-04-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Operação
KB-06-03,supported_by,SRC-1dOhmKf2_vI
KB-06-03,supported_by,SRC-h68gNHM2aKQ
KB-06-03,supported_by,SRC-hVG-hIGChPY
KB-06-03,supported_by,SRC-jYgJEAVeVkg
KB-06-03,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
KB-06-03,links_to,90_FONTES/CATALOGO/1dOhmKf2_vI
KB-06-03,links_to,90_FONTES/CATALOGO/h68gNHM2aKQ
KB-06-03,links_to,90_FONTES/CATALOGO/jYgJEAVeVkg
KB-06-03,links_to,00_MODELO_MENTAL/Mapa - MOC - Comercial e Aquisição
KB-06,supported_by,SRC-1dOhmKf2_vI
KB-06,supported_by,SRC-5rcLtw40xis
KB-06,supported_by,SRC-6HcJ0JB77wY
KB-06,supported_by,SRC-B_pUYw5KEHU
KB-06,supported_by,SRC-P5RIz7PQ5Bw
KB-06,supported_by,SRC-h68gNHM2aKQ
KB-06,supported_by,SRC-hKNvjQehB8c
KB-06,supported_by,SRC-hVG-hIGChPY
KB-06,supported_by,SRC-jICTfHiHs0M
KB-06,supported_by,SRC-jYgJEAVeVkg
KB-06,supported_by,SRC-npMJIP5Te54
KB-06,links_to,90_FONTES/CATALOGO/6HcJ0JB77wY
KB-06,links_to,90_FONTES/CATALOGO/hKNvjQehB8c
KB-06,links_to,90_FONTES/CATALOGO/P5RIz7PQ5Bw
KB-06,links_to,90_FONTES/CATALOGO/jICTfHiHs0M
KB-06,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-06,links_to,90_FONTES/CATALOGO/B_pUYw5KEHU
KB-06,links_to,90_FONTES/CATALOGO/5rcLtw40xis
KB-06,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
KB-06,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-06,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
KB-06,links_to,90_FONTES/CATALOGO/1dOhmKf2_vI
KB-06,links_to,90_FONTES/CATALOGO/h68gNHM2aKQ
KB-06,links_to,90_FONTES/CATALOGO/jYgJEAVeVkg
KB-06,links_to,00_MODELO_MENTAL/Mapa - MOC - Comercial e Aquisição
KB-06-02,supported_by,SRC-5rcLtw40xis
KB-06-02,supported_by,SRC-B_pUYw5KEHU
KB-06-02,supported_by,SRC-hVG-hIGChPY
KB-06-02,supported_by,SRC-npMJIP5Te54
KB-06-02,links_to,90_FONTES/CATALOGO/B_pUYw5KEHU
KB-06-02,links_to,90_FONTES/CATALOGO/5rcLtw40xis
KB-06-02,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
KB-06-02,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-06-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Comercial e Aquisição
KB-06-01,supported_by,SRC-6HcJ0JB77wY
KB-06-01,supported_by,SRC-P5RIz7PQ5Bw
KB-06-01,supported_by,SRC-hKNvjQehB8c
KB-06-01,supported_by,SRC-jICTfHiHs0M
KB-06-01,supported_by,SRC-npMJIP5Te54
KB-06-01,links_to,90_FONTES/CATALOGO/6HcJ0JB77wY
KB-06-01,links_to,90_FONTES/CATALOGO/hKNvjQehB8c
KB-06-01,links_to,90_FONTES/CATALOGO/P5RIz7PQ5Bw
KB-06-01,links_to,90_FONTES/CATALOGO/jICTfHiHs0M
KB-06-01,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-06-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Comercial e Aquisição
KB-04,supported_by,SRC-cG_2TxueZKQ
KB-04,supported_by,SRC-hX8K6EH_bTw
KB-04,supported_by,SRC-igSOHG-ewic
KB-04,supported_by,SRC-klqqUW16ZKk
KB-04,supported_by,SRC-lIFG-WiSsFg
KB-04,supported_by,SRC-oq_7VkDPeGA
KB-04,supported_by,SRC-uzUaZsXpz0o
KB-04,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
KB-04,links_to,90_FONTES/CATALOGO/klqqUW16ZKk
KB-04,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
KB-04,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-04,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-04,links_to,90_FONTES/CATALOGO/igSOHG-ewic
KB-04,links_to,90_FONTES/CATALOGO/lIFG-WiSsFg
KB-04,links_to,90_FONTES/CATALOGO/uzUaZsXpz0o
KB-04,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
KB-04,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-04,links_to,00_MODELO_MENTAL/Mapa - MOC - Operação
KB-04-02,supported_by,SRC-cG_2TxueZKQ
KB-04-02,supported_by,SRC-oq_7VkDPeGA
KB-04-02,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
KB-04-02,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-04-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Operação
KB-07,supported_by,SRC-3TKdj_19cVE
KB-07,supported_by,SRC-7JO1Lk_QEYI
KB-07,supported_by,SRC-YqwTaBUX1Do
KB-07,supported_by,SRC-cG_2TxueZKQ
KB-07,supported_by,SRC-d-YnWqf65r4
KB-07,supported_by,SRC-jgRo1hzsNbU
KB-07,supported_by,SRC-lOvhBIPc1vA
KB-07,supported_by,SRC-lqehMv0JQ_0
KB-07,links_to,90_FONTES/CATALOGO/d-YnWqf65r4
KB-07,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-07,links_to,90_FONTES/CATALOGO/d-YnWqf65r4
KB-07,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-07,links_to,90_FONTES/CATALOGO/jgRo1hzsNbU
KB-07,links_to,90_FONTES/CATALOGO/jgRo1hzsNbU
KB-07,links_to,90_FONTES/CATALOGO/lqehMv0JQ_0
KB-07,links_to,90_FONTES/CATALOGO/3TKdj_19cVE
KB-07,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
KB-07,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
KB-07,links_to,00_MODELO_MENTAL/Mapa - MOC - Backoffice
KB-07-02,supported_by,SRC-3TKdj_19cVE
KB-07-02,supported_by,SRC-lqehMv0JQ_0
KB-07-02,links_to,90_FONTES/CATALOGO/lqehMv0JQ_0
KB-07-02,links_to,90_FONTES/CATALOGO/3TKdj_19cVE
KB-07-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Backoffice
KB-07-01,supported_by,SRC-7JO1Lk_QEYI
KB-07-01,supported_by,SRC-d-YnWqf65r4
KB-07-01,supported_by,SRC-jgRo1hzsNbU
KB-07-01,links_to,90_FONTES/CATALOGO/d-YnWqf65r4
KB-07-01,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-07-01,links_to,90_FONTES/CATALOGO/jgRo1hzsNbU
KB-07-01,links_to,90_FONTES/CATALOGO/jgRo1hzsNbU
KB-07-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Backoffice
KB-07-03,supported_by,SRC-YqwTaBUX1Do
KB-07-03,supported_by,SRC-lOvhBIPc1vA
KB-07-03,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
KB-07-03,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
KB-07-03,links_to,00_MODELO_MENTAL/Mapa - MOC - Backoffice
KB-09-01,supported_by,SRC-2e8bOe8rAtA
KB-09-01,supported_by,SRC-gMTT0FRM_VA
KB-09-01,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
KB-09-01,links_to,90_FONTES/CATALOGO/2e8bOe8rAtA
KB-09-01,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
KB-09-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Financeiro
KB-09-04,supported_by,SRC-4Uw6eqcOSjs
KB-09-04,supported_by,SRC-TzlnRQL6Wyg
KB-09-04,supported_by,SRC-gszi6menvaA
KB-09-04,supported_by,SRC-lodIKCrClXk
KB-09-04,links_to,90_FONTES/CATALOGO/TzlnRQL6Wyg
KB-09-04,links_to,90_FONTES/CATALOGO/4Uw6eqcOSjs
KB-09-04,links_to,90_FONTES/CATALOGO/gszi6menvaA
KB-09-04,links_to,90_FONTES/CATALOGO/4Uw6eqcOSjs
KB-09-04,links_to,90_FONTES/CATALOGO/lodIKCrClXk
KB-09-04,links_to,00_MODELO_MENTAL/Mapa - MOC - Financeiro
KB-09-03,supported_by,SRC-qlu-rANP6Wk
KB-09-03,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
KB-09-03,links_to,00_MODELO_MENTAL/Mapa - MOC - Financeiro
KB-09-02,supported_by,SRC-S7kkFctlT_o
KB-09-02,supported_by,SRC-hX8K6EH_bTw
KB-09-02,links_to,90_FONTES/CATALOGO/S7kkFctlT_o
KB-09-02,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-09-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Financeiro
KB-09,supported_by,SRC-2e8bOe8rAtA
KB-09,supported_by,SRC-4Uw6eqcOSjs
KB-09,supported_by,SRC-S7kkFctlT_o
KB-09,supported_by,SRC-TzlnRQL6Wyg
KB-09,supported_by,SRC-gMTT0FRM_VA
KB-09,supported_by,SRC-gszi6menvaA
KB-09,supported_by,SRC-hX8K6EH_bTw
KB-09,supported_by,SRC-lodIKCrClXk
KB-09,supported_by,SRC-qlu-rANP6Wk
KB-09,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
KB-09,links_to,90_FONTES/CATALOGO/2e8bOe8rAtA
KB-09,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
KB-09,links_to,90_FONTES/CATALOGO/S7kkFctlT_o
KB-09,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-09,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
KB-09,links_to,90_FONTES/CATALOGO/TzlnRQL6Wyg
KB-09,links_to,90_FONTES/CATALOGO/4Uw6eqcOSjs
KB-09,links_to,90_FONTES/CATALOGO/gszi6menvaA
KB-09,links_to,90_FONTES/CATALOGO/4Uw6eqcOSjs
KB-09,links_to,90_FONTES/CATALOGO/lodIKCrClXk
KB-09,links_to,00_MODELO_MENTAL/Mapa - MOC - Financeiro
KB-08-02,supported_by,SRC-cG_2TxueZKQ
KB-08-02,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-08-02,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-08-02,links_to,"00_MODELO_MENTAL/Mapa - MOC - Gestão, Pessoas e Indicadores"
KB-08-01,supported_by,SRC-2tJYDZ5hvYA
KB-08-01,supported_by,SRC-7JO1Lk_QEYI
KB-08-01,supported_by,SRC-npMJIP5Te54
KB-08-01,links_to,90_FONTES/CATALOGO/2tJYDZ5hvYA
KB-08-01,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-08-01,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-08-01,links_to,"00_MODELO_MENTAL/Mapa - MOC - Gestão, Pessoas e Indicadores"
KB-11,supported_by,SRC-MxAmuSFah5o
KB-11,supported_by,SRC-SYBDpwDUh2s
KB-11,supported_by,SRC-cG_2TxueZKQ
KB-11,supported_by,SRC-hX8K6EH_bTw
KB-11,supported_by,SRC-npMJIP5Te54
KB-11,supported_by,SRC-oq_7VkDPeGA
KB-11,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-11,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
KB-11,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-11,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-11,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-11,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-11,links_to,90_FONTES/CATALOGO/MxAmuSFah5o
KB-11,links_to,"00_MODELO_MENTAL/Mapa - MOC - Gestão, Pessoas e Indicadores"
KB-08,supported_by,SRC-1TkD3WDzc4Q
KB-08,supported_by,SRC-2tJYDZ5hvYA
KB-08,supported_by,SRC-7JO1Lk_QEYI
KB-08,supported_by,SRC-7gHC90Jj7xc
KB-08,supported_by,SRC-cG_2TxueZKQ
KB-08,supported_by,SRC-klqqUW16ZKk
KB-08,supported_by,SRC-npMJIP5Te54
KB-08,links_to,90_FONTES/CATALOGO/2tJYDZ5hvYA
KB-08,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-08,links_to,90_FONTES/CATALOGO/npMJIP5Te54
KB-08,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-08,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
KB-08,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-08,links_to,90_FONTES/CATALOGO/klqqUW16ZKk
KB-08,links_to,90_FONTES/CATALOGO/7gHC90Jj7xc
KB-08,links_to,90_FONTES/CATALOGO/1TkD3WDzc4Q
KB-08,links_to,"00_MODELO_MENTAL/Mapa - MOC - Gestão, Pessoas e Indicadores"
KB-08-03,supported_by,SRC-1TkD3WDzc4Q
KB-08-03,supported_by,SRC-7JO1Lk_QEYI
KB-08-03,supported_by,SRC-7gHC90Jj7xc
KB-08-03,supported_by,SRC-klqqUW16ZKk
KB-08-03,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
KB-08-03,links_to,90_FONTES/CATALOGO/klqqUW16ZKk
KB-08-03,links_to,90_FONTES/CATALOGO/7gHC90Jj7xc
KB-08-03,links_to,90_FONTES/CATALOGO/1TkD3WDzc4Q
KB-08-03,links_to,"00_MODELO_MENTAL/Mapa - MOC - Gestão, Pessoas e Indicadores"
KB-10-02,supported_by,SRC-OFXVvWXdIJQ
KB-10-02,supported_by,SRC-SYBDpwDUh2s
KB-10-02,supported_by,SRC-kp3zioWiQlc
KB-10-02,supported_by,SRC-wVTppP7FDi4
KB-10-02,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-10-02,links_to,90_FONTES/CATALOGO/wVTppP7FDi4
KB-10-02,links_to,90_FONTES/CATALOGO/kp3zioWiQlc
KB-10-02,links_to,90_FONTES/CATALOGO/OFXVvWXdIJQ
KB-10-02,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-10-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Tecnologia e Dados
KB-10-01,supported_by,SRC-hX8K6EH_bTw
KB-10-01,supported_by,SRC-kOac1JMjOXc
KB-10-01,links_to,90_FONTES/CATALOGO/kOac1JMjOXc
KB-10-01,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-10-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Tecnologia e Dados
KB-10,supported_by,SRC-OFXVvWXdIJQ
KB-10,supported_by,SRC-SYBDpwDUh2s
KB-10,supported_by,SRC-hX8K6EH_bTw
KB-10,supported_by,SRC-kOac1JMjOXc
KB-10,supported_by,SRC-kp3zioWiQlc
KB-10,supported_by,SRC-wVTppP7FDi4
KB-10,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-10,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-10,links_to,90_FONTES/CATALOGO/kOac1JMjOXc
KB-10,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
KB-10,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-10,links_to,90_FONTES/CATALOGO/wVTppP7FDi4
KB-10,links_to,90_FONTES/CATALOGO/kp3zioWiQlc
KB-10,links_to,90_FONTES/CATALOGO/OFXVvWXdIJQ
KB-10,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
KB-10,links_to,00_MODELO_MENTAL/Mapa - MOC - Tecnologia e Dados
KB-12-02,supported_by,SRC-Ib6FHHO2s24
KB-12-02,links_to,90_FONTES/CATALOGO/Ib6FHHO2s24
KB-12-02,links_to,00_MODELO_MENTAL/Mapa - MOC - Risco e Confiabilidade
KB-12-03,supported_by,SRC-JiQ3fRMz4eg
KB-12-03,supported_by,SRC-h68gNHM2aKQ
KB-12-03,supported_by,SRC-igSOHG-ewic
KB-12-03,supported_by,SRC-jCCFcr0LUQY
KB-12-03,links_to,90_FONTES/CATALOGO/JiQ3fRMz4eg
KB-12-03,links_to,90_FONTES/CATALOGO/h68gNHM2aKQ
KB-12-03,links_to,90_FONTES/CATALOGO/igSOHG-ewic
KB-12-03,links_to,90_FONTES/CATALOGO/jCCFcr0LUQY
KB-12-03,links_to,00_MODELO_MENTAL/Mapa - MOC - Risco e Confiabilidade
KB-12-01,supported_by,SRC-lOvhBIPc1vA
KB-12-01,supported_by,SRC-vffHWn532dU
KB-12-01,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
KB-12-01,links_to,90_FONTES/CATALOGO/vffHWn532dU
KB-12-01,links_to,00_MODELO_MENTAL/Mapa - MOC - Risco e Confiabilidade
KB-12,supported_by,SRC-Ib6FHHO2s24
KB-12,supported_by,SRC-JiQ3fRMz4eg
KB-12,supported_by,SRC-h68gNHM2aKQ
KB-12,supported_by,SRC-igSOHG-ewic
KB-12,supported_by,SRC-jCCFcr0LUQY
KB-12,supported_by,SRC-lOvhBIPc1vA
KB-12,supported_by,SRC-vffHWn532dU
KB-12,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
KB-12,links_to,90_FONTES/CATALOGO/vffHWn532dU
KB-12,links_to,90_FONTES/CATALOGO/Ib6FHHO2s24
KB-12,links_to,90_FONTES/CATALOGO/JiQ3fRMz4eg
KB-12,links_to,90_FONTES/CATALOGO/h68gNHM2aKQ
KB-12,links_to,90_FONTES/CATALOGO/igSOHG-ewic
KB-12,links_to,90_FONTES/CATALOGO/jCCFcr0LUQY
KB-12,links_to,00_MODELO_MENTAL/Mapa - MOC - Risco e Confiabilidade
SITUACAO-banco-originador-reteve-a-portabilidade,supported_by,SRC-YqwTaBUX1Do
SITUACAO-banco-originador-reteve-a-portabilidade,supported_by,SRC-igSOHG-ewic
SITUACAO-banco-originador-reteve-a-portabilidade,supported_by,SRC-lOvhBIPc1vA
SITUACAO-banco-originador-reteve-a-portabilidade,supported_by,SRC-vffHWn532dU
SITUACAO-banco-originador-reteve-a-portabilidade,links_to,90_FONTES/CATALOGO/YqwTaBUX1Do
SITUACAO-banco-originador-reteve-a-portabilidade,links_to,90_FONTES/CATALOGO/igSOHG-ewic
SITUACAO-banco-originador-reteve-a-portabilidade,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
SITUACAO-banco-originador-reteve-a-portabilidade,links_to,90_FONTES/CATALOGO/vffHWn532dU
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,supported_by,SRC-1dOhmKf2_vI
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,supported_by,SRC-cG_2TxueZKQ
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,supported_by,SRC-hVG-hIGChPY
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,supported_by,SRC-oq_7VkDPeGA
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,supported_by,SRC-qlu-rANP6Wk
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,links_to,90_FONTES/CATALOGO/1dOhmKf2_vI
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,links_to,90_FONTES/CATALOGO/oq_7VkDPeGA
SITUACAO-carteira-existe-mas-nao-e-retrabalhada,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
SITUACAO-cliente-aceitou-mas-nao-formalizou,supported_by,SRC-7JO1Lk_QEYI
SITUACAO-cliente-aceitou-mas-nao-formalizou,supported_by,SRC-npMJIP5Te54
SITUACAO-cliente-aceitou-mas-nao-formalizou,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
SITUACAO-cliente-aceitou-mas-nao-formalizou,links_to,90_FONTES/CATALOGO/npMJIP5Te54
SITUACAO-cliente-demonstrou-interesse-mas-nao-enquadra,supported_by,SRC-lIFG-WiSsFg
SITUACAO-cliente-demonstrou-interesse-mas-nao-enquadra,supported_by,SRC-mabv7uX4nA4
SITUACAO-cliente-demonstrou-interesse-mas-nao-enquadra,links_to,90_FONTES/CATALOGO/lIFG-WiSsFg
SITUACAO-cliente-demonstrou-interesse-mas-nao-enquadra,links_to,90_FONTES/CATALOGO/mabv7uX4nA4
SITUACAO-cliente-diz-nao-no-primeiro-contato,supported_by,SRC-jICTfHiHs0M
SITUACAO-cliente-diz-nao-no-primeiro-contato,supported_by,SRC-jYgJEAVeVkg
SITUACAO-cliente-diz-nao-no-primeiro-contato,supported_by,SRC-hVG-hIGChPY
SITUACAO-cliente-diz-nao-no-primeiro-contato,links_to,90_FONTES/CATALOGO/jICTfHiHs0M
SITUACAO-cliente-diz-nao-no-primeiro-contato,links_to,90_FONTES/CATALOGO/jYgJEAVeVkg
SITUACAO-cliente-diz-nao-no-primeiro-contato,links_to,90_FONTES/CATALOGO/hVG-hIGChPY
SITUACAO-cliente-esta-inseguro-com-venda-digital,supported_by,SRC-lqehMv0JQ_0
SITUACAO-cliente-esta-inseguro-com-venda-digital,supported_by,SRC-3TKdj_19cVE
SITUACAO-cliente-esta-inseguro-com-venda-digital,links_to,90_FONTES/CATALOGO/lqehMv0JQ_0
SITUACAO-cliente-esta-inseguro-com-venda-digital,links_to,90_FONTES/CATALOGO/3TKdj_19cVE
SITUACAO-comissao-percentual-parece-boa-mas-a-base-e-diferente,supported_by,SRC-gMTT0FRM_VA
SITUACAO-comissao-percentual-parece-boa-mas-a-base-e-diferente,supported_by,SRC-hX8K6EH_bTw
SITUACAO-comissao-percentual-parece-boa-mas-a-base-e-diferente,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
SITUACAO-comissao-percentual-parece-boa-mas-a-base-e-diferente,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
SITUACAO-contrato-pagou-mas-a-comissao-nao-apareceu,supported_by,SRC-hX8K6EH_bTw
SITUACAO-contrato-pagou-mas-a-comissao-nao-apareceu,supported_by,SRC-qlu-rANP6Wk
SITUACAO-contrato-pagou-mas-a-comissao-nao-apareceu,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
SITUACAO-contrato-pagou-mas-a-comissao-nao-apareceu,links_to,90_FONTES/CATALOGO/qlu-rANP6Wk
SITUACAO-dado-historico-esta-sendo-tratado-como-regra-atual,supported_by,SRC-gMTT0FRM_VA
SITUACAO-dado-historico-esta-sendo-tratado-como-regra-atual,links_to,90_FONTES/CATALOGO/gMTT0FRM_VA
SITUACAO-discadora-gera-volume-mas-nao-resultado,supported_by,SRC-hX8K6EH_bTw
SITUACAO-discadora-gera-volume-mas-nao-resultado,supported_by,SRC-kOac1JMjOXc
SITUACAO-discadora-gera-volume-mas-nao-resultado,links_to,90_FONTES/CATALOGO/hX8K6EH_bTw
SITUACAO-discadora-gera-volume-mas-nao-resultado,links_to,90_FONTES/CATALOGO/kOac1JMjOXc
SITUACAO-muitos-leads-e-pouca-conversao,supported_by,SRC-7JO1Lk_QEYI
SITUACAO-muitos-leads-e-pouca-conversao,supported_by,SRC-SYBDpwDUh2s
SITUACAO-muitos-leads-e-pouca-conversao,supported_by,SRC-npMJIP5Te54
SITUACAO-muitos-leads-e-pouca-conversao,links_to,90_FONTES/CATALOGO/7JO1Lk_QEYI
SITUACAO-muitos-leads-e-pouca-conversao,links_to,90_FONTES/CATALOGO/SYBDpwDUh2s
SITUACAO-muitos-leads-e-pouca-conversao,links_to,90_FONTES/CATALOGO/npMJIP5Te54
SITUACAO-operacao-cresceu-mas-a-gestao-nao-acompanhou,supported_by,SRC-lF22lEIfXMA
SITUACAO-operacao-cresceu-mas-a-gestao-nao-acompanhou,supported_by,SRC-klqqUW16ZKk
SITUACAO-operacao-cresceu-mas-a-gestao-nao-acompanhou,supported_by,SRC-cG_2TxueZKQ
SITUACAO-operacao-cresceu-mas-a-gestao-nao-acompanhou,links_to,90_FONTES/CATALOGO/lF22lEIfXMA
SITUACAO-operacao-cresceu-mas-a-gestao-nao-acompanhou,links_to,90_FONTES/CATALOGO/klqqUW16ZKk
SITUACAO-operacao-cresceu-mas-a-gestao-nao-acompanhou,links_to,90_FONTES/CATALOGO/cG_2TxueZKQ
SITUACAO-portabilidade-aguardando-averbacao,supported_by,SRC-lOvhBIPc1vA
SITUACAO-portabilidade-aguardando-averbacao,links_to,90_FONTES/CATALOGO/lOvhBIPc1vA
SITUACAO-producao-esta-alta-mas-o-caixa-nao-acompanha,supported_by,SRC-2e8bOe8rAtA
SITUACAO-producao-esta-alta-mas-o-caixa-nao-acompanha,supported_by,SRC-gMTT0FRM_VA
SITUACAO-producao-esta-alta-mas-o-caixa-nao-acompanha,supported_by,SRC-qlu-rANP6Wk
SITUACAO-producao-esta-alta-mas-o-caixa-nao-acompanha,supported_by,SRC-4Uw6eqcOSjs
SITUACAO-producao-esta-alta-mas-o-caixa-nao-acompanha,links_to,90_FONTES/CATALOGO/2e8bOe8rAtA
