num,id,filename,theme,status,url
220,tNKw4o_0egM,tNKw4o_0egM.txt,2026 opportunities outlook,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/tNKw4o_0egM.txt
221,Tx4RBiscWPo,Tx4RBiscWPo.txt,Home based correspondent requirements,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Tx4RBiscWPo.txt
222,TzlnRQL6Wyg,TzlnRQL6Wyg.txt,Gestao financeira - capital e retirada,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/TzlnRQL6Wyg.txt
223,U88JvvYDw4Q,U88JvvYDw4Q.txt,Confianca do cliente no fechamento,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/U88JvvYDw4Q.txt
224,uJy-0v_ve9k,uJy-0v_ve9k.txt,Beware new year credit market,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/uJy-0v_ve9k.txt
225,ULTdnUEbPpo,ULTdnUEbPpo.txt,iCred FGTS entrevista Tulio,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/ULTdnUEbPpo.txt
226,uN3awhBBZIY,uN3awhBBZIY.txt,CloudCall automatic dialer operations,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/uN3awhBBZIY.txt
227,uWJ3UVGjyMM,uWJ3UVGjyMM.txt,Selling payroll refinancing,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/uWJ3UVGjyMM.txt
228,UxLo-jX-aF8,UxLo-jX-aF8.txt,Renda extra por indicacao Indique,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/UxLo-jX-aF8.txt
229,uzUaZsXpz0o,uzUaZsXpz0o.txt,Preventing cancelled proposals,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/uzUaZsXpz0o.txt
230,vffHWn532dU,vffHWn532dU.txt,Preventing disputes,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/vffHWn532dU.txt
231,vjNnw6vCqjo,vjNnw6vCqjo.txt,All Febraban certifications,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/vjNnw6vCqjo.txt
232,VyKGE7_ffdM,VyKGE7_ffdM.txt,Three corban success rules,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/VyKGE7_ffdM.txt
233,w-JYaMMb7Ug,w-JYaMMb7Ug.txt,ABECIP January qualification,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/w-JYaMMb7Ug.txt
234,WLxElPV8qGc,WLxElPV8qGc.txt,Aumento de margem - simulador2025,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/WLxElPV8qGc.txt
235,WoU3ROhMNbc,WoU3ROhMNbc.txt,Melhores empresas2024 - enquete,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/WoU3ROhMNbc.txt
236,WPS80xEVSXY,WPS80xEVSXY.txt,Become correspondent from scratch,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/WPS80xEVSXY.txt
237,wVTppP7FDi4,wVTppP7FDi4.txt,FGTS AI assistant,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/wVTppP7FDi4.txt
238,x0IwSi5VQhA,x0IwSi5VQhA.txt,Anti Black Friday final call,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/x0IwSi5VQhA.txt
239,xAKP0_EyVk0,xAKP0_EyVk0.txt,Managing monthly sales targets,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/xAKP0_EyVk0.txt
240,XhasXiAD_DU,XhasXiAD_DU.txt,O que e mercado de credito,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/XhasXiAD_DU.txt
241,xPiWqZO1zOU,xPiWqZO1zOU.txt,Missao Corban Black,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/xPiWqZO1zOU.txt
242,xXE_s5xy7FE,xXE_s5xy7FE.txt,2024 portability opportunity,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/xXE_s5xy7FE.txt
243,xyICNpQaVc0,xyICNpQaVc0.txt,CEA earnings by experience,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/xyICNpQaVc0.txt
244,Xyz6n0lVaGI,Xyz6n0lVaGI.txt,Franquias contratar ou nao,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Xyz6n0lVaGI.txt
245,Y1OMmIFxdjY,Y1OMmIFxdjY.txt,Aumentar vendas FGTS MyLink,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Y1OMmIFxdjY.txt
246,Y5l4u-mhNao,Y5l4u-mhNao.txt,January most important month,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Y5l4u-mhNao.txt
247,yLXLjn5T97E,yLXLjn5T97E.txt,2023-2026 market narrative,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/yLXLjn5T97E.txt
248,YOI-G0UmPYw,YOI-G0UmPYw.txt,Treinamento03 refin saldo devedor,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/YOI-G0UmPYw.txt
249,YqwTaBUX1Do,YqwTaBUX1Do.txt,Portabilidade06 acompanhamento proposta,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/YqwTaBUX1Do.txt
250,YTuosC31jWU,YTuosC31jWU.txt,Home office certifications video 3,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/YTuosC31jWU.txt
251,YXEkvNLIx2g,YXEkvNLIx2g.txt,Febraban tips and bank registration,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/YXEkvNLIx2g.txt
252,yXfBRNFD6LQ,yXfBRNFD6LQ.txt,Payroll product tradeoffs,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/yXfBRNFD6LQ.txt
253,Yz01xX73_dw,Yz01xX73_dw.txt,O que nao fazer ao empreender,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Yz01xX73_dw.txt
254,Z9NLrVIOHy0,Z9NLrVIOHy0.txt,Autorregulacao parte2,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Z9NLrVIOHy0.txt
255,zdWwxP7mS04,zdWwxP7mS04.txt,CPA20 earnings by experience,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/zdWwxP7mS04.txt
256,ZjiCpLRtIgU,ZjiCpLRtIgU.txt,Vender consignado homeoffice,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/ZjiCpLRtIgU.txt
257,Zrfnwu71QzU,Zrfnwu71QzU.txt,Vendedor faixa preta BlackFriday,Lido integralmente,https://github.com/lucasnascimento2tech-beep/contextomercado/blob/cf3e8b2d1cfb66d10114852487f7afe092d87560/Zrfnwu71QzU.txt
